Date,AAVE,BTC,LINK,COMP,CURVE,ETH,SUSHI,SYNTH,UNI,YFI,Total
2020-12-30,1301808740,536099036612,11280046451,1573011712,812985010.2,85676429225,463763815.2,1558516949,4137206226,656392168.4,643559196909
2020-12-29,1242683514,506083309590,11687333271,1399297003,662303160.6,83468527573,441340320.5,1657167481,3667647365,666150587.5,610975759866
2020-12-28,1303327083,502492068165,12606708310,1419568333,695783713.8,83297107162,462528396.2,1701354600,3726531216,684669125.6,608389646105
2020-12-27,1244145323,491157576017,12303715273,1321539639,663465071.9,78494378937,468369563.2,1722987736,3622679063,689609725.5,591688466350
2020-12-26,1199304626,492010402697,10962561316,1299229291,654920684.4,72480396045,419055476.4,1723645479,3405840420,672437454.4,584827793489
2020-12-25,1275392085,458376575231,11575625869,1375281683,681745219.6,71335642041,441848409.9,1569784273,3497873832,708493907.2,550838262551
2020-12-24,1283441332,440489071173,11571341735,1361916857,663463897.5,69737739031,440668857.9,1598832506,3503438075,700220627.8,531350134091
2020-12-23,1211922786,433031966998,11048095345,1308678707,593589602.8,67064702189,379699500,1545007447,3352544034,628077036.2,520164283644
2020-12-22,1352614636,441362670574,12790712083,1455936288,780323907,72260081138,466367986.6,1559134767,3739512575,746237347.4,536513591302
2020-12-21,1305484824,426117800653,12411812101,1435971758,785488524.4,69787305851,432533133,1328287548,3539451792,746019084.7,517890155269
2020-12-20,1365768069,437079507305,13077956021,1529731555,858424865.8,72742604554,460865249.2,1257268333,3762874486,782964696.6,532917965135
2020-12-19,1429917111,443154244629,13489675372,1556662652,923871658,75143194316,492721494.3,1304210870,3952052756,828827333,542275378192
2020-12-18,1429577779,428122220496,13462909646,1603555272,897127597,74256894456,479999027.7,1298856629,3758088115,833312191.8,526142541210
2020-12-17,1360466537,423279795672,13477496403,1766202348,910028366,73197934506,455224594.9,1122287996,3678045354,797911092.1,520045392868
2020-12-16,1395592034,396914973279,13446280238,1547555046,895645474.6,72439629549,481504040.2,1111302154,3525258264,808481847.7,492566221925
2020-12-15,1393761360,360900992195,12702299027,1504077612,875552410.4,67056853881,465953370,1151338032,3336110555,742896204.9,450129834648
2020-12-14,1381439850,358175636274,12853064757,1532476753,886162974.5,66760845862,433273732.4,1111679871,3484029411,773224358.2,447391833843
2020-12-13,1332110672,355731616572,12924427453,1468221625,854892250.9,67214144913,395235275.1,998217680.4,3331020047,791328376.7,445041214865
2020-12-12,1248879651,349347444447,12217622359,1448219458,822816790.5,64705025508,358026192.9,946839697.9,3130485357,761256471.9,434986615934
2020-12-11,1203078447,335377356184,11672908091,1420023859,776321366.4,62073036502,321687584.5,926323860.1,2974084637,705150603.4,417449971135
2020-12-10,1229216709,339689620040,11956718295,1496818637,834207730.3,63768589362,358869269.9,977597002.9,3246117032,725400962.7,424283155040
2020-12-09,1349480269,344870639716,12679461570,1665265018,877107002.6,65326998044,370391561.6,1029841023,3362682335,775231219.3,432307097757
2020-12-08,1283868857,340515325198,12148915183,1545202182,839284603.6,63055933387,351500681.4,986148565.1,3314690535,763062618.5,424803931811
2020-12-07,1455596585,356115606012,13092419314,1492300775,980841010.9,67313906277,401825928,1091244649,3758119473,856667856.9,446558527880
2020-12-06,1410782575,359330296296,13471354232,1366259595,970346038.1,68491760149,359540766.1,1090009721,3639527518,866179418.9,450996056309
2020-12-05,1462040258,354827495085,13153478215,1421017005,1020947879,67649911267,378163443.4,1102884201,3674491344,880994641.4,445571423340
2020-12-04,1307851664,347725717595,12782591589,1271821586,953454119.5,65056501295,314847293.4,1059131107,3535837143,802181276.7,434809934670
2020-12-03,1461505366,361394948313,13980645858,1320278542,1148915843,70207575007,337277965.3,1101739734,3889441889,894041122.7,455736369640
2020-12-02,1391984983,356634805529,14029267915,1138649295,1113546285,68081684465,346284099.8,1105895933,4006508438,919664648.6,448768291592
2020-12-01,1196829073,349301709106,13381799838,1052648698,940151018.7,66860366299,305138975.9,1002707169,3558437493,777083681.5,438376871351
2020-11-30,1226395742,364943559265,14272947604,1119223101,934046380.6,69718300657,246749089.6,998662873.2,3776651188,792305347.4,458028841248
2020-11-29,1095878839,337583882703,13305494418,1105893960,905799676.6,65324166330,222504408.1,956584088.9,3548864505,739915538.2,424788984467
2020-11-28,1030122384,329299905496,13140684157,1085576463,847134711.4,61448304281,216406883,897898512.9,3476605475,704547582.3,412147185945
2020-11-27,974869876.2,317336964124,12517897312,1043347698,878470157.6,58738522860,225669218.9,864418296.9,3319189629,707560982.9,396606910156
2020-11-26,1020842485,317545276569,12605979124,1061755465,793389612.9,58885598656,219360743.9,900760917.1,3374107478,683030608.4,397090101659
2020-11-25,981913903.4,347859153596,14220381883,1230869490,892779073.8,64540440797,191057899.1,1004017008,3674633277,671152962.9,435266399888
2020-11-24,1067171728,355296694016,15593911922,1272892733,943730732.6,68658132504,209542708.4,1091370395,4077804655,728735478.2,448939986872
2020-11-23,1152115879,340865435612,15243521317,1249143440,1015372882,68949701372,236325416.2,1137405365,4137308221,743272672.6,434729602178
2020-11-22,1107791121,342878718720,14574657277,1179868752,1039116885,64163519384,254826266.3,1058937101,3722827905,745175089.3,430725438502
2020-11-21,1122575447,347011959223,15352632915,1270019884,1166050964,62137690709,253761388.2,1096676536,3803346961,726862121.6,433941576148
2020-11-20,1202304043,346198155989,14097956268,1161243302,1183351432,57840602350,245503835.3,1073980043,3840117483,794258614.4,427637473361
2020-11-19,1208073544,330503275791,13582963425,1133273433,1103885580,53474003939,239251577,1032697545,3715175857,829403021.3,406822003711
2020-11-18,1219190128,330228752696,13527490497,1144133134,1048761817,54414177251,178077533.6,1021497899,3463550897,768705731.4,407014337584
2020-11-17,1250352212,327937646387,13239095763,1215170478,1203583096,54771213441,204458988.5,1067348731,3796459295,711554213.5,405396882606
2020-11-16,1164864473,310504166190,12608231803,1206623479,1125097924,52445588186,203754439.6,923528809.3,3595262086,559622658.7,384336740049
2020-11-15,1026628175,296462424310,12142453723,1200816526,1053843421,50974919025,187897850.8,864694755.1,3866736871,527922422,368308337079
2020-11-14,1074041716,298584647008,12588837369,1217853200,975639824,52466731076,161236269.6,901108612.7,3835069400,517626119.2,372322790595
2020-11-13,1008088839,302799008121,12907858452,1114767457,942804282.7,54050512182,144306212.3,878095175.2,3869769777,538550685.8,378253761184
2020-11-12,833857875.1,302038563120,12412027649,1043625053,768478864.5,52489887340,105050647.4,785379196.1,2967811852,465719159,373910400757
2020-11-11,871929002.2,291666002991,12862681357,1033722894,765635710.2,52636636663,105155329.1,839175080.7,2936974358,498005720.7,364215919107
2020-11-10,1076418691,284013859077,13063753812,1024520166,778519991,51188864451,101896568,987727574.7,3076019750,548126552.1,355859706632
2020-11-09,879493366.9,284009875050,12529625962,947063966.6,621017282.2,50394519196,90434452.98,869986087.2,2670113312,447587334.1,353459716009
2020-11-08,855116330.6,287332273624,12760154408,974673661.6,649180327.7,51615811183,94574719.34,918515094.1,2877140972,456416944.7,358533857265
2020-11-07,717586088,275573226967,11853072722,929018692.7,590849035.1,49501206896,89536010.08,789872128.2,2502186992,420955381.2,342967510912
2020-11-06,616621023.2,289509996782,12217843308,960186814,600426431.1,51724971109,90983822.42,731901398.1,2557078720,354019759.5,359364029168
2020-11-05,496774483.5,289263271223,11049810183,912668486,494347699.5,47248734783,76358775.15,659056446.5,2208496204,256502253.7,352666020538
2020-11-04,444303222.2,261868434426,10463831354,885615827.6,466996429.2,45520820969,72154313.12,565649597.6,1923605728,253389290.5,322464801157
2020-11-03,447979133.5,259403733548,10435876744,871703360.9,485521189.7,44014721133,75461758.01,533092506,2138067194,282649358.8,318688805926
2020-11-02,474928251,251953637579,10825618715,911664451.1,491291889.2,43477115712,84152690.19,545301772.9,2260587641,303869672,311328168374
2020-11-01,490867846.1,254564701609,11555447070,940020585.8,546423787.2,44800351864,87276182.16,602374978.4,2380214695,319357643.7,316287036262
2020-10-31,474728618,255857310085,11232364521,906522907.8,565823346.9,43776670003,86656354.09,626337971.4,2265179891,313746188.3,316105339886
2020-10-30,500172511.4,252068603712,11126441817,923765441.6,540504233,43433013310,85866496.75,644070460.6,2398248555,333386701.7,312054073238
2020-10-29,466012694.3,249685959750,11299969824,965891058.5,604671065.5,43789226262,91745150.11,678501094,2540781823,324399567.4,310447158288
2020-10-28,519730116.4,246251140475,11465748138,1084064034,672056820.1,44023369568,91309228.38,743187798.5,2672158714,375938226.9,307898703119
2020-10-27,557035165.7,253379717438,11981686535,1092530732,815596737.4,45731920476,96082989.18,730280571.8,2812043890,402904301.7,317599798836
2020-10-26,576745272.4,242349930927,11777771490,1004298807,556944297.1,44590776702,88195188.33,738894268.8,2722340291,410838302.1,304816735547
2020-10-25,607178297.4,241618117680,12162649845,1017010431,456161442.7,46026201771,87403300.09,755898133.6,2779320873,429282220.3,305939223995
2020-10-24,629753644.4,242946632970,12734003029,1054791919,505675921.9,46645974148,91110286.74,778087378.9,2945757697,445684345.4,308777471340
2020-10-23,671129292.9,239962077750,12175753290,1030776091,512356215,46308986137,91922453.48,782712350.9,3011713459,445144841.3,304992571882
2020-10-22,609954297.7,240767851351,11954290585,1015335402,553997946.8,46879969296,92191007.39,804451120.3,3042516084,409932710.3,306130489802
